,sexo,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,posse_de_veiculo_Y,posse_de_imovel_Y
217,F,0,Working,Secondary / secondary special,Married,House / apartment,36.293150684931504,15.953424657534246,1,1,0,0,2.0,False,True,True
218,F,0,Student,Higher education,Married,House / apartment,51.38630136986301,10.695890410958905,1,0,0,1,2.0,False,False,True
219,F,1,Working,Secondary / secondary special,Married,House / apartment,34.58082191780822,1.8575342465753424,1,0,1,0,3.0,False,True,True
220,M,0,State servant,Higher education,Married,House / apartment,32.635616438356166,6.027397260273973,1,0,0,0,2.0,False,True,True
221,M,0,Commercial associate,Higher education,Civil marriage,House / apartment,35.85479452054795,0.8575342465753425,1,0,0,0,2.0,False,True,True
222,M,2,Working,Higher education,Married,House / apartment,37.81643835616438,0.4383561643835616,1,1,1,0,4.0,False,True,True
223,M,0,Pensioner,Secondary / secondary special,Married,House / apartment,54.75890410958904,-1000.6657534246576,1,0,0,0,2.0,False,True,True
224,M,1,Working,Secondary / secondary special,Married,House / apartment,27.994520547945207,0.8575342465753425,1,1,0,0,3.0,False,True,True
225,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,47.49041095890411,6.86027397260274,1,0,0,0,1.0,False,True,True
226,M,1,Working,Higher education,Married,Office apartment,50.61917808219178,7.191780821917808,1,0,0,0,3.0,False,True,True
227,F,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,55.7945205479452,-1000.6657534246576,1,0,0,0,2.0,False,False,True
228,F,2,Working,Secondary / secondary special,Married,House / apartment,38.15890410958904,8.361643835616439,1,0,0,0,4.0,True,True,False
229,F,2,Working,Secondary / secondary special,Married,House / apartment,38.15890410958904,8.361643835616439,1,0,0,0,4.0,False,True,False
230,F,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,49.81917808219178,8.276712328767124,1,0,1,1,1.0,False,True,True
231,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.21643835616438,7.947945205479452,1,0,1,0,2.0,False,True,True
232,F,0,Working,Higher education,Married,House / apartment,27.794520547945204,4.608219178082192,1,0,0,1,2.0,False,True,True
233,M,1,Working,Secondary / secondary special,Married,House / apartment,31.013698630136982,4.358904109589041,1,0,0,1,3.0,False,True,True
234,F,1,Commercial associate,Higher education,Married,House / apartment,38.83013698630137,5.273972602739726,1,0,0,1,3.0,False,False,False
235,M,1,Working,Secondary / secondary special,Married,House / apartment,46.05205479452055,9.115068493150686,1,0,0,0,3.0,False,True,True
236,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.81369863013698,-1000.6657534246576,1,0,0,0,2.0,False,False,True
237,F,1,Commercial associate,Incomplete higher,Married,House / apartment,29.90684931506849,2.5232876712328767,1,0,0,0,3.0,False,False,True
238,F,2,Working,Higher education,Married,House / apartment,32.50410958904109,12.364383561643836,1,0,0,0,4.0,False,False,True
239,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,54.512328767123286,-1000.6657534246576,1,0,1,0,1.0,False,False,True
240,F,0,Working,Secondary / secondary special,Civil marriage,House / apartment,58.035616438356165,3.024657534246576,1,0,0,0,2.0,False,False,True
241,F,0,Pensioner,Incomplete higher,Married,House / apartment,60.96986301369863,-1000.6657534246576,1,0,1,0,2.0,False,False,True
242,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,53.20821917808219,5.526027397260274,1,0,0,0,1.0,False,False,True
243,F,0,Working,Secondary / secondary special,Civil marriage,House / apartment,34.13972602739726,1.8575342465753424,1,0,0,0,2.0,False,True,True
244,F,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,52.77534246575343,-1000.6657534246576,1,0,1,0,2.0,False,False,False
245,M,1,Working,Secondary / secondary special,Married,House / apartment,24.22739726027397,1.356164383561644,1,1,1,0,3.0,False,False,False
246,M,0,Working,Higher education,Single / not married,House / apartment,30.28767123287671,2.9424657534246577,1,0,0,0,1.0,False,True,False
247,M,2,Working,Secondary / secondary special,Married,House / apartment,36.602739726027394,11.194520547945206,1,0,0,0,4.0,False,True,True
248,M,0,Working,Secondary / secondary special,Married,House / apartment,47.00821917808219,8.191780821917808,1,0,0,0,2.0,False,True,True
249,M,0,Working,Secondary / secondary special,Married,House / apartment,57.02739726027397,2.271232876712329,1,0,0,1,2.0,False,True,True
250,M,0,Working,Higher education,Married,House / apartment,28.21095890410959,6.112328767123287,1,0,0,0,2.0,False,True,True
251,M,0,Working,Secondary / secondary special,Single / not married,House / apartment,56.6,0.8575342465753425,1,1,1,1,1.0,False,True,True
252,F,2,Commercial associate,Higher education,Married,House / apartment,38.24109589041096,8.276712328767124,1,0,0,0,4.0,False,True,True
253,M,0,Working,Secondary / secondary special,Married,House / apartment,43.45753424657534,13.865753424657534,1,0,1,0,2.0,False,True,False
254,M,2,Working,Secondary / secondary special,Married,House / apartment,37.88493150684931,16.44931506849315,1,1,1,0,4.0,False,False,True
255,F,0,Working,Secondary / secondary special,Married,House / apartment,58.61917808219178,2.7753424657534245,1,0,0,1,2.0,False,False,True
256,F,0,Working,Secondary / secondary special,Civil marriage,House / apartment,32.47397260273973,13.865753424657534,1,1,0,0,2.0,False,False,True
257,M,0,Working,Secondary / secondary special,Married,House / apartment,60.31232876712329,28.04383561643836,1,1,1,0,2.0,False,True,True
258,F,0,Pensioner,Incomplete higher,Married,House / apartment,58.49315068493151,-1000.6657534246576,1,0,1,0,2.0,False,True,True
259,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.06849315068493,-1000.6657534246576,1,0,0,0,2.0,False,False,True
260,F,1,Working,Higher education,Single / not married,House / apartment,38.07123287671233,0.9424657534246575,1,0,0,0,2.0,False,True,True
261,M,0,Working,Secondary / secondary special,Single / not married,House / apartment,30.235616438356164,11.783561643835617,1,1,1,0,1.0,False,False,True
262,F,1,Commercial associate,Higher education,Married,House / apartment,39.654794520547945,6.189041095890411,1,0,0,1,3.0,False,True,True
263,F,0,Pensioner,Higher education,Married,House / apartment,64.03287671232877,-1000.6657534246576,1,0,0,0,2.0,False,False,True
264,M,0,Working,Higher education,Married,House / apartment,46.586301369863016,12.531506849315068,1,0,0,1,2.0,False,False,False
265,F,1,Working,Secondary / secondary special,Married,Municipal apartment,30.24383561643836,7.695890410958904,1,0,0,0,3.0,False,False,True
266,F,0,Working,Secondary / secondary special,Married,Municipal apartment,42.32876712328767,2.1095890410958904,1,0,0,1,2.0,False,False,True
267,F,2,Commercial associate,Secondary / secondary special,Married,House / apartment,41.47945205479452,8.695890410958905,1,1,0,1,4.0,False,False,True
268,F,0,Working,Secondary / secondary special,Married,House / apartment,35.87671232876713,4.526027397260274,1,0,0,0,2.0,False,True,True
269,M,2,Working,Secondary / secondary special,Married,House / apartment,47.345205479452055,15.282191780821918,1,1,0,0,4.0,False,True,True
270,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.11232876712329,7.276712328767124,1,0,0,0,2.0,False,False,True
271,F,0,Pensioner,Higher education,Married,House / apartment,61.35616438356164,-1000.6657534246576,1,0,0,0,2.0,False,True,True
272,F,0,Working,Higher education,Married,House / apartment,32.38904109589041,2.024657534246576,1,0,0,1,2.0,False,True,True
273,F,1,Working,Secondary / secondary special,Married,House / apartment,48.942465753424656,19.36986301369863,1,0,0,1,3.0,False,False,True
274,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.37534246575343,2.8575342465753426,1,0,0,0,2.0,False,False,True
275,F,1,Working,Secondary / secondary special,Married,House / apartment,38.47945205479452,2.8575342465753426,1,0,0,0,3.0,False,True,True
276,M,1,Commercial associate,Secondary / secondary special,Married,House / apartment,49.78904109589041,1.8575342465753424,1,0,1,1,3.0,False,True,True
277,M,1,Commercial associate,Secondary / secondary special,Married,House / apartment,49.78904109589041,1.8575342465753424,1,0,1,1,3.0,True,True,True
278,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.67945205479453,-1000.6657534246576,1,0,1,0,2.0,False,False,True
279,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,65.09041095890412,-1000.6657534246576,1,0,0,1,2.0,False,False,True
280,M,0,Working,Secondary / secondary special,Married,House / apartment,62.24657534246575,2.356164383561644,1,0,1,1,2.0,False,True,True
281,F,0,Pensioner,Higher education,Married,House / apartment,55.88767123287671,-1000.6657534246576,1,0,0,0,2.0,False,True,True
282,F,0,Working,Secondary / secondary special,Widow,Rented apartment,61.0,2.271232876712329,1,0,0,1,1.0,False,False,False
283,F,0,Working,Secondary / secondary special,Widow,Rented apartment,61.0,2.271232876712329,1,0,0,1,1.0,True,False,False
284,F,2,Working,Secondary / secondary special,Civil marriage,House / apartment,34.917808219178085,1.4383561643835616,1,0,0,1,4.0,False,True,True
285,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,46.06575342465754,18.12054794520548,1,0,0,0,1.0,False,False,False
286,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.54246575342466,-1000.6657534246576,1,0,0,0,2.0,False,False,False
287,F,1,Commercial associate,Secondary / secondary special,Married,House / apartment,37.72054794520548,7.027397260273973,1,0,0,0,3.0,False,True,True
288,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.36438356164384,3.778082191780822,1,0,0,0,2.0,False,True,True
289,F,0,Commercial associate,Higher education,Married,House / apartment,30.71780821917808,7.027397260273973,1,0,0,1,2.0,False,False,False
290,F,1,Commercial associate,Secondary / secondary special,Married,House / apartment,37.30684931506849,7.528767123287671,1,0,0,0,3.0,False,False,True
291,M,0,Working,Higher education,Married,House / apartment,49.9013698630137,9.610958904109587,1,0,0,1,2.0,False,True,True
292,M,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.43835616438356,4.945205479452055,1,0,0,0,1.0,False,True,True
293,M,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.6,-1000.6657534246576,1,0,0,0,2.0,False,False,True
294,F,0,Commercial associate,Higher education,Single / not married,Rented apartment,30.46027397260274,10.610958904109587,1,1,0,0,1.0,False,False,True
295,F,0,Working,Secondary / secondary special,Married,House / apartment,54.9972602739726,0.6054794520547945,1,0,0,0,2.0,False,False,True
296,F,0,Working,Secondary / secondary special,Married,House / apartment,29.416438356164385,5.693150684931507,1,0,0,1,2.0,False,True,True
297,F,0,Working,Secondary / secondary special,Married,House / apartment,32.93424657534246,0.3561643835616438,1,0,1,1,2.0,False,True,True
298,M,2,State servant,Secondary / secondary special,Married,With parents,45.36438356164384,8.863013698630137,1,0,0,0,4.0,False,True,True
299,F,0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.44657534246576,2.7753424657534245,1,0,0,1,2.0,False,False,True
300,F,1,Working,Academic degree,Civil marriage,House / apartment,47.915068493150685,20.704109589041096,1,0,1,0,3.0,False,False,True
301,F,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,55.61095890410959,-1000.6657534246576,1,0,0,0,2.0,False,False,True
302,F,1,Pensioner,Secondary / secondary special,Married,House / apartment,62.42191780821918,-1000.6657534246576,1,0,0,0,3.0,False,False,True
303,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.44931506849315,14.254794520547945,1,0,0,0,2.0,False,False,True
304,F,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,51.55342465753424,2.997260273972602,1,0,0,0,2.0,False,False,True
305,M,0,Working,Secondary / secondary special,Single / not married,House / apartment,34.59178082191781,14.506849315068491,1,0,0,0,1.0,False,False,True
306,M,1,Working,Secondary / secondary special,Married,House / apartment,46.75890410958904,0.6657534246575343,1,0,0,0,3.0,False,True,True
307,F,1,Commercial associate,Higher education,Married,House / apartment,43.40547945205479,3.83013698630137,1,0,1,0,3.0,False,False,True
308,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.43561643835616,-1000.6657534246576,1,0,1,0,1.0,False,False,True
309,F,1,Working,Secondary / secondary special,Married,House / apartment,55.36438356164384,22.008219178082197,1,0,1,0,3.0,False,False,True
310,F,0,Working,Higher education,Married,House / apartment,52.48219178082192,12.33972602739726,1,0,0,0,2.0,False,True,True
311,F,0,Pensioner,Lower secondary,Married,House / apartment,61.14794520547945,-1000.6657534246576,1,0,1,0,2.0,False,False,True
312,M,1,Working,Higher education,Married,House / apartment,44.76164383561644,12.75068493150685,1,1,1,0,3.0,False,True,True
313,F,0,Pensioner,Secondary / secondary special,Separated,House / apartment,56.49589041095891,-1000.6657534246576,1,0,0,0,1.0,False,False,False
314,F,0,Working,Secondary / secondary special,Married,House / apartment,51.917808219178085,2.745205479452055,1,1,1,0,2.0,True,True,True
315,F,0,Working,Secondary / secondary special,Married,House / apartment,51.917808219178085,2.745205479452055,1,1,1,0,2.0,False,True,True
316,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.45205479452055,-1000.6657534246576,1,0,0,0,2.0,False,False,False
317,F,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,27.78356164383561,6.934246575342466,1,0,0,0,1.0,False,False,False
318,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.56712328767123,6.504109589041096,1,0,1,0,2.0,False,True,True
319,F,0,Working,Higher education,Separated,House / apartment,35.35342465753425,11.772602739726029,1,0,1,0,1.0,False,False,False
320,F,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.512328767123286,2.5013698630136987,1,0,0,0,2.0,False,True,True
321,M,0,Pensioner,Higher education,Civil marriage,House / apartment,51.17808219178082,-1000.6657534246576,1,0,0,0,2.0,False,False,True
322,M,1,Working,Secondary / secondary special,Married,House / apartment,37.31780821917808,3.0876712328767124,1,0,0,0,3.0,False,True,True
